Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Metropolitan_Area
2019-03-16,56.321578947368415,127.31133333333334,15.524736842105265,33.643157894736845,35.945,17.987333333333332,1.88,14.708333333333334,40.32421052631579,1.6376470588235295,8.611538461538462,3.8600000000000003,152.61111111111111,0.5263157894736842
2019-03-17,61.79777777777778,123.0457142857143,13.757894736842104,32.12842105263158,32.751666666666665,17.42,1.6689473684210527,15.023888888888889,45.106842105263155,1.802941176470588,9.302307692307691,3.794285714285714,152.77777777777777,0.5263157894736842
2019-03-18,57.586842105263166,119.06785714285715,17.625263157894736,35.752105263157894,39.864444444444445,19.63066666666667,2.011052631578947,16.57888888888889,41.241578947368424,2.105294117647059,10.936923076923078,3.6585714285714284,151.94444444444446,0.5263157894736842
2019-03-19,61.92263157894737,119.94666666666667,21.06578947368421,33.79947368421053,39.695,20.672666666666668,5.340526315789473,15.668333333333331,38.57526315789473,2.0729411764705885,10.486923076923079,3.62,191.55555555555554,0.5263157894736842
2019-03-20,57.94421052631579,116.52333333333334,14.684736842105263,30.743157894736843,32.77222222222222,18.992,1.7173684210526317,16.004444444444445,35.35368421052632,2.077058823529412,10.191538461538462,3.724285714285714,173.44444444444446,0.5263157894736842
2019-03-21,63.114210526315794,115.3,14.519473684210526,25.886315789473684,27.03388888888889,16.048,2.2863157894736843,14.976666666666667,44.55842105263158,1.8529411764705883,8.060769230769232,3.73,159.47368421052633,0.5263157894736842
2019-03-22,43.37842105263158,105.36933333333333,12.235263157894737,23.823684210526313,25.160555555555554,15.684,3.084736842105263,14.850555555555555,41.8021052631579,1.3905882352941177,7.768461538461539,3.6942857142857144,151.3684210526316,0.5263157894736842
2019-03-23,48.38947368421052,109.96666666666667,14.341578947368422,28.861052631578946,31.327222222222222,14.147333333333334,3.0410526315789475,15.533333333333335,42.41947368421053,2.031764705882353,9.292307692307691,3.7257142857142855,158.05263157894737,0.5263157894736842
2019-03-24,53.96526315789473,136.38866666666667,15.44421052631579,28.68631578947368,35.68277777777777,15.386666666666667,2.282222222222222,15.175555555555555,39.427368421052634,1.9811764705882353,9.248461538461537,3.597142857142857,169.94736842105263,0.5263157894736842
2019-03-25,62.897894736842105,156.66533333333334,19.489473684210527,33.816842105263156,43.01777777777777,16.084,2.1336842105263156,17.07888888888889,35.257894736842104,2.4658823529411764,10.017692307692307,3.912857142857143,166.26315789473685,0.5263157894736842
2019-03-26,60.112631578947365,140.57133333333334,14.999473684210527,29.690526315789473,33.974999999999994,15.965333333333332,1.7715789473684211,15.700000000000001,33.87421052631579,1.8205882352941176,9.574615384615385,3.84,166.6315789473684,0.5263157894736842
2019-03-27,53.98947368421052,120.07,14.445263157894736,28.05842105263158,30.71944444444445,15.871333333333332,3.784736842105263,17.883333333333333,37.385263157894734,1.9664705882352942,9.622307692307693,4.177142857142857,150.21052631578948,0.5263157894736842
2019-03-28,65.78368421052632,137.0593333333333,17.78736842105263,29.367894736842107,35.57277777777778,16.320666666666668,4.26,20.863333333333333,35.53473684210526,2.33,11.977692307692308,4.002857142857143,214.73684210526315,0.5263157894736842
2019-03-29,74.57473684210527,153.92066666666668,20.11578947368421,30.766842105263155,39.50222222222222,16.95733333333333,3.758947368421053,17.00722222222222,33.38263157894737,2.314117647058824,12.563846153846155,4.348571428571429,219.57894736842104,0.5263157894736842
2019-03-30,73.62055555555554,144.6507142857143,16.09777777777778,28.92777777777778,31.96277777777778,17.29357142857143,2.977222222222222,16.31529411764706,36.486666666666665,2.1005882352941176,10.575384615384614,3.9414285714285713,209.5,0.5263157894736842
2019-03-31,55.91222222222222,123.81928571428571,10.697222222222223,26.416666666666668,25.62611111111111,17.017857142857142,1.5811111111111111,15.151176470588235,34.705555555555556,1.36,7.930000000000001,4.18,170.27777777777777,0.5263157894736842
2019-04-01,49.39,109.17066666666666,12.177368421052632,31.991578947368424,27.18277777777778,15.781428571428572,1.7236842105263157,14.290000000000001,33.752105263157894,1.5711764705882354,7.974615384615385,3.9600000000000004,133.27777777777777,0.5263157894736842
2019-04-02,60.1921052631579,122.80733333333335,18.141052631578948,37.75052631578947,35.78055555555555,20.52857142857143,3.0677777777777777,15.343333333333334,34.245789473684205,1.791764705882353,9.412307692307692,4.025714285714286,155.52631578947367,0.5263157894736842
2019-04-03,61.58473684210526,127.15133333333333,17.955263157894734,37.08315789473684,37.20777777777778,21.413333333333334,3.701666666666666,14.893333333333333,35.78052631578947,1.7741176470588236,9.783076923076923,4.445714285714286,174.52631578947367,0.5263157894736842
2019-04-04,60.90684210526316,123.48733333333332,14.926842105263159,30.96736842105263,33.778888888888886,17.828,2.2094444444444443,15.348333333333333,34.58578947368421,1.9229411764705882,10.61153846153846,3.8542857142857145,192.73684210526315,0.5263157894736842
2019-04-05,57.705555555555556,123.95071428571428,15.267777777777777,28.26,33.79764705882353,15.565,2.2876470588235294,14.38529411764706,33.193333333333335,2.458125,10.561538461538463,4.28,167.05263157894737,0.5263157894736842
2019-04-06,54.97,120.59466666666667,15.301111111111112,27.065,31.63222222222222,13.963571428571429,1.9966666666666666,13.654117647058824,32.00833333333333,1.7729411764705882,9.738461538461538,3.908571428571429,150.5,0.5263157894736842
2019-04-07,52.611666666666665,129.435,14.377777777777778,26.234444444444446,31.021176470588237,14.362142857142857,2.228235294117647,14.145294117647058,36.43111111111111,1.695625,8.537692307692307,3.357142857142857,156.72222222222223,0.5263157894736842
2019-04-08,48.02,132.62857142857143,12.545,25.958333333333332,28.884117647058822,13.884285714285713,2.3505882352941176,12.715294117647058,33.22833333333333,1.6693749999999998,8.085384615384616,3.248571428571428,156.94444444444446,0.5263157894736842
2019-04-09,49.41388888888889,111.66785714285713,14.892777777777777,25.465555555555554,31.343529411764706,13.768571428571429,2.073529411764706,13.22529411764706,34.81166666666667,1.81125,9.436153846153847,3.25,142.38888888888889,0.5263157894736842
2019-04-10,50.788888888888884,112.39428571428572,20.346111111111114,26.873333333333335,36.48647058823529,13.593571428571428,3.985882352941176,12.651176470588235,34.778888888888886,1.92,10.430769230769231,3.754285714285714,152.61111111111111,0.5263157894736842
2019-04-11,52.617777777777775,113.07214285714285,19.605,24.448333333333334,35.002352941176476,16.705000000000002,4.8082352941176465,12.928235294117647,34.06944444444444,1.7175,10.0975,3.7016666666666667,172.83333333333334,0.5263157894736842
2019-04-12,54.31526315789474,142.20666666666665,14.934736842105263,24.662105263157894,31.53388888888889,16.067333333333334,2.2249999999999996,12.546111111111111,32.956842105263156,1.6182352941176472,9.371538461538462,3.412857142857143,187.05555555555554,0.5263157894736842
2019-04-13,50.084736842105265,116.512,15.04105263157895,25.844736842105263,31.640555555555554,18.491333333333333,2.1133333333333333,12.365,37.12947368421053,1.5641176470588236,9.57,3.222857142857143,142.89473684210526,0.5263157894736842
2019-04-14,44.594210526315784,106.18466666666667,13.599473684210526,23.28421052631579,27.42888888888889,17.458000000000002,1.5827777777777776,12.732222222222223,35.86578947368421,1.3270588235294118,8.556923076923077,3.34,132.83333333333334,0.5263157894736842
